io_ratio,profile,taxonomy,service_id,rank,topsis_score
0.2,balanced,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.2,balanced,infra.database.postgres,supabase/database@v2,2,0.0
0.2,balanced,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.944
0.2,balanced,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.056
0.2,balanced,infra.database.vector,qdrant/cloud@v1,1,0.9984
0.2,balanced,infra.database.vector,pinecone/index@v3,2,0.0016
0.2,balanced,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.2,balanced,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.2,balanced,tool.communication.email,resend/email-api@v1,1,1.0
0.2,balanced,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.3,cost_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.3,cost_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.3,cost_first,ai.llm.chat,minimax/m2.7@2.7,1,0.9483
0.3,cost_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,2,0.9095
0.3,cost_first,ai.llm.chat,zhipu/glm-5@5.0,3,0.8571
0.3,cost_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,4,0.8462
0.3,cost_first,ai.llm.chat,qwen/qwen3-max@3.0,5,0.8438
0.3,cost_first,ai.llm.chat,google/gemini-2.5-pro@2.5,6,0.3691
0.3,cost_first,ai.llm.chat,openai/gpt-4o@2024-11-20,7,0.3433
0.3,cost_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,8,0.1018
0.3,cost_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9953
0.3,cost_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.2891
0.3,cost_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0047
0.3,cost_first,tool.automation.browser,steel/browser@v1,1,0.9991
0.3,cost_first,tool.automation.browser,browserbase/api@v1,2,0.0009
0.3,cost_first,tool.devops.ci,circleci/cloud@v2,1,0.6864
0.3,cost_first,tool.devops.ci,github/actions@v2,2,0.3136
0.3,cost_first,ai.code.completion,github/copilot@v1,1,1.0
0.3,cost_first,ai.code.completion,cursor/editor@v1,2,0.0
0.3,cost_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.3,cost_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.3,cost_first,ai.nlp.translation,google/translate@v3,1,1.0
0.3,cost_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.3,cost_first,tool.communication.chat,discord/api@v10,1,0.9955
0.3,cost_first,tool.communication.chat,slack/web-api@v2,2,0.0045
0.3,cost_first,ai.audio.tts,openai/tts-1@1.0,1,0.9414
0.3,cost_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.0586
0.3,cost_first,tool.data.search,tavily/search-api@v1,1,0.9436
0.3,cost_first,tool.data.search,exa/search-api@v1,2,0.0564
0.3,cost_first,tool.data.scraping,jina/reader@v1,1,0.9999
0.3,cost_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0001
0.3,cost_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.3,cost_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.3,cost_first,tool.productivity.todo,todoist/api@v2,1,0.8996
0.3,cost_first,tool.productivity.todo,ticktick/api@v2,2,0.6554
0.3,cost_first,tool.productivity.todo,google/tasks-api@v1,3,0.0028
0.3,cost_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.9585
0.3,cost_first,ai.video.generation,google/veo-3.1@3.1,2,0.0415
0.3,cost_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.3,cost_first,infra.database.postgres,supabase/database@v2,2,0.0
0.3,cost_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.9671
0.3,cost_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.0329
0.3,cost_first,infra.database.vector,qdrant/cloud@v1,1,0.9984
0.3,cost_first,infra.database.vector,pinecone/index@v3,2,0.0016
0.3,cost_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.3,cost_first,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.3,cost_first,tool.communication.email,resend/email-api@v1,1,1.0
0.3,cost_first,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.3,quality_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.3,quality_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.3,quality_first,ai.llm.chat,minimax/m2.7@2.7,1,0.7871
0.3,quality_first,ai.llm.chat,openai/gpt-4o@2024-11-20,2,0.682
0.3,quality_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,3,0.564
0.3,quality_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,4,0.5314
0.3,quality_first,ai.llm.chat,google/gemini-2.5-pro@2.5,5,0.5268
0.3,quality_first,ai.llm.chat,qwen/qwen3-max@3.0,6,0.4698
0.3,quality_first,ai.llm.chat,zhipu/glm-5@5.0,7,0.4628
0.3,quality_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,8,0.4251
0.3,quality_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9968
0.3,quality_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.2797
0.3,quality_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0032
0.3,quality_first,tool.automation.browser,steel/browser@v1,1,0.9949
0.3,quality_first,tool.automation.browser,browserbase/api@v1,2,0.0051
0.3,quality_first,tool.devops.ci,github/actions@v2,1,0.8259
0.3,quality_first,tool.devops.ci,circleci/cloud@v2,2,0.1741
0.3,quality_first,ai.code.completion,github/copilot@v1,1,1.0
0.3,quality_first,ai.code.completion,cursor/editor@v1,2,0.0
0.3,quality_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.3,quality_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.3,quality_first,ai.nlp.translation,google/translate@v3,1,1.0
0.3,quality_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.3,quality_first,tool.communication.chat,discord/api@v10,1,0.9966
0.3,quality_first,tool.communication.chat,slack/web-api@v2,2,0.0034
0.3,quality_first,ai.audio.tts,openai/tts-1@1.0,1,0.5757
0.3,quality_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.4243
0.3,quality_first,tool.data.search,tavily/search-api@v1,1,0.6015
0.3,quality_first,tool.data.search,exa/search-api@v1,2,0.3985
0.3,quality_first,tool.data.scraping,jina/reader@v1,1,0.9991
0.3,quality_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0009
0.3,quality_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.3,quality_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.3,quality_first,tool.productivity.todo,todoist/api@v2,1,0.8911
0.3,quality_first,tool.productivity.todo,ticktick/api@v2,2,0.6608
0.3,quality_first,tool.productivity.todo,google/tasks-api@v1,3,0.0021
0.3,quality_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.6769
0.3,quality_first,ai.video.generation,google/veo-3.1@3.1,2,0.3231
0.3,quality_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.3,quality_first,infra.database.postgres,supabase/database@v2,2,0.0
0.3,quality_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.8629
0.3,quality_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.1371
0.3,quality_first,infra.database.vector,qdrant/cloud@v1,1,0.9988
0.3,quality_first,infra.database.vector,pinecone/index@v3,2,0.0012
0.3,quality_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.3,quality_first,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.3,quality_first,tool.communication.email,resend/email-api@v1,1,1.0
0.3,quality_first,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.3,speed_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.3,speed_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.3,speed_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,1,0.8716
0.3,speed_first,ai.llm.chat,openai/gpt-4o@2024-11-20,2,0.713
0.3,speed_first,ai.llm.chat,minimax/m2.7@2.7,3,0.6978
0.3,speed_first,ai.llm.chat,qwen/qwen3-max@3.0,4,0.6287
0.3,speed_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,5,0.5416
0.3,speed_first,ai.llm.chat,zhipu/glm-5@5.0,6,0.5265
0.3,speed_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,7,0.3667
0.3,speed_first,ai.llm.chat,google/gemini-2.5-pro@2.5,8,0.2027
0.3,speed_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9982
0.3,speed_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.4797
0.3,speed_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0018
0.3,speed_first,tool.automation.browser,steel/browser@v1,1,0.9984
0.3,speed_first,tool.automation.browser,browserbase/api@v1,2,0.0016
0.3,speed_first,tool.devops.ci,circleci/cloud@v2,1,0.5259
0.3,speed_first,tool.devops.ci,github/actions@v2,2,0.4741
0.3,speed_first,ai.code.completion,github/copilot@v1,1,1.0
0.3,speed_first,ai.code.completion,cursor/editor@v1,2,0.0
0.3,speed_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.3,speed_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.3,speed_first,ai.nlp.translation,google/translate@v3,1,1.0
0.3,speed_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.3,speed_first,tool.communication.chat,discord/api@v10,1,0.9992
0.3,speed_first,tool.communication.chat,slack/web-api@v2,2,0.0008
0.3,speed_first,ai.audio.tts,openai/tts-1@1.0,1,0.6073
0.3,speed_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.3927
0.3,speed_first,tool.data.search,exa/search-api@v1,1,0.5371
0.3,speed_first,tool.data.search,tavily/search-api@v1,2,0.4629
0.3,speed_first,tool.data.scraping,jina/reader@v1,1,0.9997
0.3,speed_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0003
0.3,speed_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.3,speed_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.3,speed_first,tool.productivity.todo,todoist/api@v2,1,0.9836
0.3,speed_first,tool.productivity.todo,ticktick/api@v2,2,0.6257
0.3,speed_first,tool.productivity.todo,google/tasks-api@v1,3,0.0005
0.3,speed_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.5357
0.3,speed_first,ai.video.generation,google/veo-3.1@3.1,2,0.4643
0.3,speed_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.3,speed_first,infra.database.postgres,supabase/database@v2,2,0.0
0.3,speed_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.9783
0.3,speed_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.0217
0.3,speed_first,infra.database.vector,qdrant/cloud@v1,1,0.9997
0.3,speed_first,infra.database.vector,pinecone/index@v3,2,0.0003
0.3,speed_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.3,speed_first,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.3,speed_first,tool.communication.email,resend/email-api@v1,1,1.0
0.3,speed_first,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.3,balanced,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.3,balanced,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.3,balanced,ai.llm.chat,minimax/m2.7@2.7,1,0.8868
0.3,balanced,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,2,0.8266
0.3,balanced,ai.llm.chat,qwen/qwen3-max@3.0,3,0.7668
0.3,balanced,ai.llm.chat,zhipu/glm-5@5.0,4,0.7617
0.3,balanced,ai.llm.chat,moonshot/kimi-k2.5@2.5,5,0.7178
0.3,balanced,ai.llm.chat,openai/gpt-4o@2024-11-20,6,0.42
0.3,balanced,ai.llm.chat,google/gemini-2.5-pro@2.5,7,0.374
0.3,balanced,ai.llm.chat,anthropic/claude-sonnet-4@4.0,8,0.2361
0.3,balanced,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9934
0.3,balanced,ai.vision.image_generation,google/imagen-3@3.0,2,0.35
0.3,balanced,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0066
0.3,balanced,tool.automation.browser,steel/browser@v1,1,0.997
0.3,balanced,tool.automation.browser,browserbase/api@v1,2,0.003
0.3,balanced,tool.devops.ci,circleci/cloud@v2,1,0.5033
0.3,balanced,tool.devops.ci,github/actions@v2,2,0.4967
0.3,balanced,ai.code.completion,github/copilot@v1,1,1.0
0.3,balanced,ai.code.completion,cursor/editor@v1,2,0.0
0.3,balanced,ai.audio.stt,deepgram/nova@v2,1,1.0
0.3,balanced,ai.audio.stt,openai/whisper@v1,2,0.0
0.3,balanced,ai.nlp.translation,google/translate@v3,1,1.0
0.3,balanced,ai.nlp.translation,deepl/translate@v2,2,0.0
0.3,balanced,tool.communication.chat,discord/api@v10,1,0.9955
0.3,balanced,tool.communication.chat,slack/web-api@v2,2,0.0045
0.3,balanced,ai.audio.tts,openai/tts-1@1.0,1,0.8587
0.3,balanced,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.1413
0.3,balanced,tool.data.search,tavily/search-api@v1,1,0.8238
0.3,balanced,tool.data.search,exa/search-api@v1,2,0.1762
0.3,balanced,tool.data.scraping,jina/reader@v1,1,0.9995
0.3,balanced,tool.data.scraping,firecrawl/scrape@v1,2,0.0005
0.3,balanced,tool.devops.deployment,vercel/platform@v1,1,1.0
0.3,balanced,tool.devops.deployment,fly/machines@v1,2,0.0
0.3,balanced,tool.productivity.todo,todoist/api@v2,1,0.9363
0.3,balanced,tool.productivity.todo,ticktick/api@v2,2,0.637
0.3,balanced,tool.productivity.todo,google/tasks-api@v1,3,0.0029
0.3,balanced,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.8635
0.3,balanced,ai.video.generation,google/veo-3.1@3.1,2,0.1365
0.3,balanced,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.3,balanced,infra.database.postgres,supabase/database@v2,2,0.0
0.3,balanced,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.944
0.3,balanced,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.056
0.3,balanced,infra.database.vector,qdrant/cloud@v1,1,0.9984
0.3,balanced,infra.database.vector,pinecone/index@v3,2,0.0016
0.3,balanced,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.3,balanced,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.3,balanced,tool.communication.email,resend/email-api@v1,1,1.0
0.3,balanced,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.5,cost_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.5,cost_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.5,cost_first,ai.llm.chat,minimax/m2.7@2.7,1,0.9505
0.5,cost_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,2,0.9092
0.5,cost_first,ai.llm.chat,zhipu/glm-5@5.0,3,0.8591
0.5,cost_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,4,0.8489
0.5,cost_first,ai.llm.chat,qwen/qwen3-max@3.0,5,0.8442
0.5,cost_first,ai.llm.chat,google/gemini-2.5-pro@2.5,6,0.3925
0.5,cost_first,ai.llm.chat,openai/gpt-4o@2024-11-20,7,0.3307
0.5,cost_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,8,0.1021
0.5,cost_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9953
0.5,cost_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.2891
0.5,cost_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0047
0.5,cost_first,tool.automation.browser,steel/browser@v1,1,0.9991
0.5,cost_first,tool.automation.browser,browserbase/api@v1,2,0.0009
0.5,cost_first,tool.devops.ci,circleci/cloud@v2,1,0.6864
0.5,cost_first,tool.devops.ci,github/actions@v2,2,0.3136
0.5,cost_first,ai.code.completion,github/copilot@v1,1,1.0
0.5,cost_first,ai.code.completion,cursor/editor@v1,2,0.0
0.5,cost_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.5,cost_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.5,cost_first,ai.nlp.translation,google/translate@v3,1,1.0
0.5,cost_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.5,cost_first,tool.communication.chat,discord/api@v10,1,0.9955
0.5,cost_first,tool.communication.chat,slack/web-api@v2,2,0.0045
0.5,cost_first,ai.audio.tts,openai/tts-1@1.0,1,0.9414
0.5,cost_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.0586
0.5,cost_first,tool.data.search,tavily/search-api@v1,1,0.9436
0.5,cost_first,tool.data.search,exa/search-api@v1,2,0.0564
0.5,cost_first,tool.data.scraping,jina/reader@v1,1,0.9999
0.5,cost_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0001
0.5,cost_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.5,cost_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.5,cost_first,tool.productivity.todo,todoist/api@v2,1,0.8996
0.5,cost_first,tool.productivity.todo,ticktick/api@v2,2,0.6554
0.5,cost_first,tool.productivity.todo,google/tasks-api@v1,3,0.0028
0.5,cost_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.9585
0.5,cost_first,ai.video.generation,google/veo-3.1@3.1,2,0.0415
0.5,cost_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.5,cost_first,infra.database.postgres,supabase/database@v2,2,0.0
0.5,cost_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.9671
0.5,cost_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.0329
0.5,cost_first,infra.database.vector,qdrant/cloud@v1,1,0.9984
0.5,cost_first,infra.database.vector,pinecone/index@v3,2,0.0016
0.5,cost_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.5,cost_first,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.5,cost_first,tool.communication.email,resend/email-api@v1,1,1.0
0.5,cost_first,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.5,quality_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.5,quality_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.5,quality_first,ai.llm.chat,minimax/m2.7@2.7,1,0.7872
0.5,quality_first,ai.llm.chat,openai/gpt-4o@2024-11-20,2,0.6779
0.5,quality_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,3,0.5647
0.5,quality_first,ai.llm.chat,google/gemini-2.5-pro@2.5,4,0.5313
0.5,quality_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,5,0.531
0.5,quality_first,ai.llm.chat,qwen/qwen3-max@3.0,6,0.4695
0.5,quality_first,ai.llm.chat,zhipu/glm-5@5.0,7,0.4628
0.5,quality_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,8,0.4254
0.5,quality_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9968
0.5,quality_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.2797
0.5,quality_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0032
0.5,quality_first,tool.automation.browser,steel/browser@v1,1,0.9949
0.5,quality_first,tool.automation.browser,browserbase/api@v1,2,0.0051
0.5,quality_first,tool.devops.ci,github/actions@v2,1,0.8259
0.5,quality_first,tool.devops.ci,circleci/cloud@v2,2,0.1741
0.5,quality_first,ai.code.completion,github/copilot@v1,1,1.0
0.5,quality_first,ai.code.completion,cursor/editor@v1,2,0.0
0.5,quality_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.5,quality_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.5,quality_first,ai.nlp.translation,google/translate@v3,1,1.0
0.5,quality_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.5,quality_first,tool.communication.chat,discord/api@v10,1,0.9966
0.5,quality_first,tool.communication.chat,slack/web-api@v2,2,0.0034
0.5,quality_first,ai.audio.tts,openai/tts-1@1.0,1,0.5757
0.5,quality_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.4243
0.5,quality_first,tool.data.search,tavily/search-api@v1,1,0.6015
0.5,quality_first,tool.data.search,exa/search-api@v1,2,0.3985
0.5,quality_first,tool.data.scraping,jina/reader@v1,1,0.9991
0.5,quality_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0009
0.5,quality_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.5,quality_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.5,quality_first,tool.productivity.todo,todoist/api@v2,1,0.8911
0.5,quality_first,tool.productivity.todo,ticktick/api@v2,2,0.6608
0.5,quality_first,tool.productivity.todo,google/tasks-api@v1,3,0.0021
0.5,quality_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.6769
0.5,quality_first,ai.video.generation,google/veo-3.1@3.1,2,0.3231
0.5,quality_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.5,quality_first,infra.database.postgres,supabase/database@v2,2,0.0
0.5,quality_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.8629
0.5,quality_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.1371
0.5,quality_first,infra.database.vector,qdrant/cloud@v1,1,0.9988
0.5,quality_first,infra.database.vector,pinecone/index@v3,2,0.0012
0.5,quality_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.5,quality_first,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.5,quality_first,tool.communication.email,resend/email-api@v1,1,1.0
0.5,quality_first,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.5,speed_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.5,speed_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.5,speed_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,1,0.8715
0.5,speed_first,ai.llm.chat,openai/gpt-4o@2024-11-20,2,0.7093
0.5,speed_first,ai.llm.chat,minimax/m2.7@2.7,3,0.6979
0.5,speed_first,ai.llm.chat,qwen/qwen3-max@3.0,4,0.6285
0.5,speed_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,5,0.5422
0.5,speed_first,ai.llm.chat,zhipu/glm-5@5.0,6,0.5266
0.5,speed_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,7,0.367
0.5,speed_first,ai.llm.chat,google/gemini-2.5-pro@2.5,8,0.2098
0.5,speed_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9982
0.5,speed_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.4797
0.5,speed_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0018
0.5,speed_first,tool.automation.browser,steel/browser@v1,1,0.9984
0.5,speed_first,tool.automation.browser,browserbase/api@v1,2,0.0016
0.5,speed_first,tool.devops.ci,circleci/cloud@v2,1,0.5259
0.5,speed_first,tool.devops.ci,github/actions@v2,2,0.4741
0.5,speed_first,ai.code.completion,github/copilot@v1,1,1.0
0.5,speed_first,ai.code.completion,cursor/editor@v1,2,0.0
0.5,speed_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.5,speed_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.5,speed_first,ai.nlp.translation,google/translate@v3,1,1.0
0.5,speed_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.5,speed_first,tool.communication.chat,discord/api@v10,1,0.9992
0.5,speed_first,tool.communication.chat,slack/web-api@v2,2,0.0008
0.5,speed_first,ai.audio.tts,openai/tts-1@1.0,1,0.6073
0.5,speed_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.3927
0.5,speed_first,tool.data.search,exa/search-api@v1,1,0.5371
0.5,speed_first,tool.data.search,tavily/search-api@v1,2,0.4629
0.5,speed_first,tool.data.scraping,jina/reader@v1,1,0.9997
0.5,speed_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0003
0.5,speed_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.5,speed_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.5,speed_first,tool.productivity.todo,todoist/api@v2,1,0.9836
0.5,speed_first,tool.productivity.todo,ticktick/api@v2,2,0.6257
0.5,speed_first,tool.productivity.todo,google/tasks-api@v1,3,0.0005
0.5,speed_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.5357
0.5,speed_first,ai.video.generation,google/veo-3.1@3.1,2,0.4643
0.5,speed_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.5,speed_first,infra.database.postgres,supabase/database@v2,2,0.0
0.5,speed_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.9783
0.5,speed_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.0217
0.5,speed_first,infra.database.vector,qdrant/cloud@v1,1,0.9997
0.5,speed_first,infra.database.vector,pinecone/index@v3,2,0.0003
0.5,speed_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.5,speed_first,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.5,speed_first,tool.communication.email,resend/email-api@v1,1,1.0
0.5,speed_first,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.5,balanced,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.5,balanced,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.5,balanced,ai.llm.chat,minimax/m2.7@2.7,1,0.8875
0.5,balanced,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,2,0.8262
0.5,balanced,ai.llm.chat,qwen/qwen3-max@3.0,3,0.7667
0.5,balanced,ai.llm.chat,zhipu/glm-5@5.0,4,0.7625
0.5,balanced,ai.llm.chat,moonshot/kimi-k2.5@2.5,5,0.7188
0.5,balanced,ai.llm.chat,openai/gpt-4o@2024-11-20,6,0.4111
0.5,balanced,ai.llm.chat,google/gemini-2.5-pro@2.5,7,0.3928
0.5,balanced,ai.llm.chat,anthropic/claude-sonnet-4@4.0,8,0.2367
0.5,balanced,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9934
0.5,balanced,ai.vision.image_generation,google/imagen-3@3.0,2,0.35
0.5,balanced,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0066
0.5,balanced,tool.automation.browser,steel/browser@v1,1,0.997
0.5,balanced,tool.automation.browser,browserbase/api@v1,2,0.003
0.5,balanced,tool.devops.ci,circleci/cloud@v2,1,0.5033
0.5,balanced,tool.devops.ci,github/actions@v2,2,0.4967
0.5,balanced,ai.code.completion,github/copilot@v1,1,1.0
0.5,balanced,ai.code.completion,cursor/editor@v1,2,0.0
0.5,balanced,ai.audio.stt,deepgram/nova@v2,1,1.0
0.5,balanced,ai.audio.stt,openai/whisper@v1,2,0.0
0.5,balanced,ai.nlp.translation,google/translate@v3,1,1.0
0.5,balanced,ai.nlp.translation,deepl/translate@v2,2,0.0
0.5,balanced,tool.communication.chat,discord/api@v10,1,0.9955
0.5,balanced,tool.communication.chat,slack/web-api@v2,2,0.0045
0.5,balanced,ai.audio.tts,openai/tts-1@1.0,1,0.8587
0.5,balanced,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.1413
0.5,balanced,tool.data.search,tavily/search-api@v1,1,0.8238
0.5,balanced,tool.data.search,exa/search-api@v1,2,0.1762
