task_id,category,preference_axis,selector,service_id,selection_reason,response_text,judge_score,judge_rationale,latency_s,prompt_tokens,completion_tokens,cost_usd,cost_violation,latency_violation,quality_violation,success,error
11,code,quality,llm_picker_raw_doc,qwen/qwen3-max@3.0,"Qwen3 Max is explicitly described as a flagship reasoning + coding model with strong capabilities, making it best suited for high-quality code generation on a precise parsing task like ISO 8601 durati","```python
import re

def parse_iso8601_duration(s: str) -> int:
    """"""
    Parse an ISO 8601 duration string and return total seconds.
    
    >>> parse_iso8601_duration('PT1H30M')
    5400
    >>> parse_iso8601_duration('P1DT2H')
    93600
    >>> parse_iso8601_duration('PT45S')
    45
    >>> parse_iso8601_duration('invalid')
    0
    """"""
    if not s or not s.startswith('P'):
        return 0
    
    # Remove the 'P' prefix
    s = s[1:]
    
    # Check if there's a time part (after 'T')
    if 'T' in s:
        date_part, time_part = s.split('T', 1)
    else:
        date_part = s
        time_part = ''
    
    total_seconds = 0
    
    # Parse date part (only days supported per problem statement)
    date_match = re.match(r'^(\d+)D$', date_part) if date_part else None
    if date_part and not date_match:
        return 0
    if date_match:
        days = int(date_match.group(1))
        total_seconds += days * 86400
    
    # Parse time part
    if time_part:
        # Match hours, minutes, seconds in any combination
        time_pattern = r'^(?:(\d+)H)?(?:(\d+)M)?(?:(\d+)S)?$'
        time_match = re.match(time_pattern, time_part)
        if not time_match:
            return 0
        
        hours = int(time_match.group(1)) if time_match.group(1) else 0
        minutes = int(time_match.group(2)) if time_match.group(2) else 0
        seconds = int(time_match.group(3)) if time_match.group(3) else 0
        
        total_seconds += hours * 3600 + minutes * 60 + seconds
    
    return total_seconds
```",10.0,"The implementation correctly parses ISO 8601 durations for days, hours, minutes, and seconds, includes the required doctests, handles errors by returning 0, and adheres to the output-only constraint.",15.291,105,459,0.00108696,False,False,False,True,
12,code,cost,asm_topsis,deepseek/deepseek-v4-flash@4.0,deterministic TOPSIS,"sorted(lst, key=lambda x: (0 if x[1] >= 18 else 1, x[0]))",10.0,"The expression correctly sorts the list with adults first (by mapping to 0) and minors second (by mapping to 1), using the name as the secondary sort key, and adheres to the output-only constraint.",3.214,52,200,7.885e-05,False,False,False,True,
12,code,cost,random,moonshot/kimi-k2.5@2.5,uniform random,"sorted(lst, key=lambda x: (x[1] < 18, x[0]))",10.0,"The lambda function correctly creates a tuple key where adults (False for <18) come before minors (True), and both groups are sorted by name (x[0]), satisfying all requirements in a one-line expressio",37.741,56,1365,0.0029181,False,False,False,True,
12,code,cost,cheapest_first,deepseek/deepseek-v4-flash@4.0,minimum estimated cost,"sorted(lst, key=lambda t: (t[1] < 18, t[0]))",10.0,"The lambda function correctly creates a sort key that prioritizes adults (age >= 18) over minors by using t[1] < 18, then sorts each group by name using t[0], producing exactly the requested ordering ",9.99,52,653,0.00023106,False,False,False,True,
12,code,cost,weighted_average,deepseek/deepseek-v4-flash@4.0,additive weighted score,"sorted(lst, key=lambda x: (x[1] < 18, x[0]))",10.0,"The expression correctly implements the sorting logic using a tuple key that prioritizes adults (False) over minors (True) and sorts by name as the secondary criterion, adhering strictly to the output",38.487,52,303,0.00011346,False,False,False,True,
12,code,cost,llm_picker_manifest,deepseek/deepseek-v4-flash@4.0,"It has the lowest input and output token costs, making it the most cost-effective option under the $0.01 budget constraint.","sorted(lst, key=lambda x: (0 if x[1] >= 18 else 1, x[0]))",10.0,"The expression correctly sorts the list using a tuple key that prioritizes age group (adults as 0, minors as 1) followed by name, adhering to all formatting constraints.",6.28,52,372,0.00013664,False,False,False,True,
12,code,cost,llm_picker_raw_doc,deepseek/deepseek-v4-flash@4.0,"It is explicitly tuned for cost-efficient coding, making it the best match for a simple, one-line Python expression task under the 'cost' preference.","sorted(lst, key=lambda x: (x[1] < 18, x[0]))",10.0,"The one-line expression correctly sorts the list with adults first (using the boolean condition x[1] < 18 which puts False before True), then within each group sorts by name, with no extra explanation",6.99,52,377,0.00013832,False,False,False,True,
13,code,latency,asm_topsis,deepseek/deepseek-v4-flash@4.0,deterministic TOPSIS,"```javascript
const debounce = (fn, ms) => {
  let timeoutId;
  return function(...args) {
    clearTimeout(timeoutId);
    timeoutId = setTimeout(() => fn.apply(this, args), ms);
  };
};
```",10.0,"The code correctly implements a debounce function using an arrow function for the outer definition and a standard function for the inner one to preserve context, fulfilling all technical requirements.",7.135,31,486,0.00017024,False,True,False,True,
13,code,latency,random,deepseek/deepseek-v4-flash@4.0,uniform random,"```javascript
const debounce = (fn, ms) => {
  let timeoutId;
  return function(...args) {
    clearTimeout(timeoutId);
    timeoutId = setTimeout(() => fn.apply(this, args), ms);
  };
};
```",10.0,"The implementation is technically correct, properly preserving the `this` context and arguments, and adheres to the arrow function requirement.",9.776,31,479,0.00016789,False,True,False,True,
13,code,latency,cheapest_first,deepseek/deepseek-v4-flash@4.0,minimum estimated cost,"```javascript
const debounce = (fn, ms) => {
  let timeoutId;
  return function(...args) {
    clearTimeout(timeoutId);
    timeoutId = setTimeout(() => fn.apply(this, args), ms);
  };
};
```",10.0,"The code correctly implements a robust debounce function that preserves context and arguments, and adheres to the output constraint by providing only the code block.",5.809,31,428,0.00015075,False,True,False,True,
13,code,latency,weighted_average,deepseek/deepseek-v4-flash@4.0,additive weighted score,"```javascript
const debounce = (fn, ms) => {
  let timeoutId;
  return function(...args) {
    clearTimeout(timeoutId);
    timeoutId = setTimeout(() => fn.apply(this, args), ms);
  };
};
```",10.0,"The code correctly implements a robust debounce function using an arrow function as requested, properly handles context and arguments, and contains no extraneous text.",5.592,31,456,0.00016016,False,True,False,True,
13,code,latency,llm_picker_manifest,deepseek/deepseek-v4-flash@4.0,"It has the lowest latency (p50: 550ms, p99: 2.2s), well under the 5s constraint, making it best for the 'latency' preference.","```javascript
const debounce = (fn, ms) => {
  let timeoutId;
  return function(...args) {
    clearTimeout(timeoutId);
    timeoutId = setTimeout(() => fn.apply(this, args), ms);
  };
};
```",0.0,judge_error: HTTP Error 429: Too Many Requests,7.702,31,478,0.00016755,False,True,False,True,
13,code,latency,llm_picker_raw_doc,deepseek/deepseek-v4-flash@4.0,"It is explicitly described as a 'fast inference variant,' making it best suited for low-latency responses on simple coding tasks like implementing a debounce function.","```javascript
const debounce = (fn, ms) => {
  let timeoutId;
  return function(...args) {
    clearTimeout(timeoutId);
    timeoutId = setTimeout(() => fn.apply(this, args), ms);
  };
};
```",10.0,"The code correctly implements the debounce logic using a closure, preserves context and arguments with `apply`, and fulfills the arrow function requirement for the main definition.",8.078,31,491,0.00017192,False,True,False,True,
14,code,balanced,asm_topsis,deepseek/deepseek-v4-flash@4.0,deterministic TOPSIS,"```python
def rolling_average(values, window):
    return [sum(values[i:i+window]) / window for i in range(len(values) - window + 1)]
```",10.0,The response correctly fixes the off-by-one error in the range calculation to ensure the window size is maintained and adheres to the output-only constraint.,6.367,53,310,0.00011603,False,False,False,True,
14,code,balanced,random,zhipu/glm-5@5.0,uniform random,"```python
def rolling_average(values, window):
    if window <= 0:
        raise ValueError(""window must be positive"")
    n = len(values)
    return [sum(values[i:i+window]) / window for i in range(n - window + 1)]
```",10.0,The response correctly fixes the off-by-one error in the range calculation to ensure the window fits within the list bounds and adheres strictly to the output-only constraint.,97.543,53,3292,0.00666042,False,False,False,True,
14,code,balanced,cheapest_first,deepseek/deepseek-v4-flash@4.0,minimum estimated cost,"```python
def rolling_average(values, window):
    return [sum(values[i:i+window]) / window for i in range(len(values) - window + 1)]
```",10.0,The response correctly fixes the off-by-one error in the range calculation to ensure the window size is maintained throughout the iteration and adheres to the output-only constraint.,5.045,53,470,0.00016979,False,False,False,True,
14,code,balanced,weighted_average,deepseek/deepseek-v4-flash@4.0,additive weighted score,"```python
def rolling_average(values, window):
    return [sum(values[i:i+window]) / window for i in range(len(values) - window + 1)]
```",10.0,The response correctly fixes the off-by-one error in the range calculation to ensure full windows are processed and adheres strictly to the output-only constraint.,7.385,53,412,0.0001503,False,False,False,True,
14,code,balanced,llm_picker_manifest,deepseek/deepseek-v4-flash@4.0,"It offers the best balance of low cost, acceptable quality (53), and lowest latency (550ms p50) among the candidates.","```python
def rolling_average(values, window):
    return [sum(values[i:i+window]) / window for i in range(len(values) - window + 1)]
```",10.0,The response correctly fixes the off-by-one error in the range calculation to ensure only full windows are processed and adheres strictly to the output-only constraint.,5.67,53,394,0.00014426,False,False,False,True,
14,code,balanced,llm_picker_raw_doc,qwen/qwen3-max@3.0,"Qwen3 Max offers strong reasoning and coding capabilities with multilingual support, making it well-suited for accurately identifying and fixing subtle bugs in Python code.","```python
def rolling_average(values, window):
    return [sum(values[i:i+window]) / window for i in range(len(values) - window + 1)]
```",10.0,The response correctly fixes the off-by-one error in the range calculation to ensure the window is always full and adheres strictly to the output-only constraint.,2.502,56,36,0.000112,False,False,False,True,
15,code,quality,asm_topsis,deepseek/deepseek-v4-flash@4.0,deterministic TOPSIS,"```python
from collections import OrderedDict

class LRUCache:
    def __init__(self, capacity: int):
        self.capacity = capacity
        self.cache = OrderedDict()

    def get(self, key: int) -> int:
        if key not in self.cache:
            return -1
        self.cache.move_to_end(key)
        return self.cache[key]

    def put(self, key: int, value: int) -> None:
        if key in self.cache:
            self.cache.move_to_end(key)
        self.cache[key] = value
        if len(self.cache) > self.capacity:
            self.cache.popitem(last=False)

# Unit tests
cache = LRUCache(2)
cache.put(1, 1)
cache.put(2, 2)
assert cache.get(1) == 1
cache.put(3, 3)  # evicts key 2
assert cache.get(2) == -1
cache.put(4, 4)  # evicts key 1
assert cache.get(1) == -1
assert cache.get(3) == 3
assert cache.get(4) == 4

cache2 = LRUCache(2)
cache2.put(1, 1)
cache2.put(2, 2)
cache2.put(1, 10)  # update
assert cache2.get(1) == 10
cache2.put(3, 3)  # evicts key 2
assert cache2.get(2) == -1

cache3 = LRUCache(1)
cache3.put(1, 1)
assert cache3.get(1) == 1
cache3.put(2, 2)
assert cache3.get(1) == -1
assert cache3.get(2) == 2
```",10.0,"The response correctly implements LRUCache with O(1) get and put using OrderedDict, includes three assert-based unit tests, and outputs only the code as required.",11.307,58,883,0.00030968,False,False,False,True,
15,code,quality,random,deepseek/deepseek-v4-flash@4.0,uniform random,"```python
from collections import OrderedDict

class LRUCache:
    def __init__(self, capacity: int):
        self.capacity = capacity
        self.cache = OrderedDict()

    def get(self, key: int) -> int:
        if key not in self.cache:
            return -1
        self.cache.move_to_end(key)
        return self.cache[key]

    def put(self, key: int, value: int) -> None:
        if key in self.cache:
            self.cache.move_to_end(key)
        self.cache[key] = value
        if len(self.cache) > self.capacity:
            self.cache.popitem(last=False)

# Unit tests
if __name__ == ""__main__"":
    cache = LRUCache(2)
    cache.put(1, 1)
    cache.put(2, 2)
    assert cache.get(1) == 1
    cache.put(3, 3)  # evicts key 2
    assert cache.get(2) == -1
    cache.put(4, 4)  # evicts key 1
    assert cache.get(1) == -1
    assert cache.get(3) == 3
    assert cache.get(4) == 4
```",9.0,"The LRUCache implementation is correct and efficient using OrderedDict, but the response includes markdown code fences despite the instruction for output-only code and provides 5 unit tests instead of",9.669,58,718,0.00025424,False,False,False,True,
15,code,quality,cheapest_first,deepseek/deepseek-v4-flash@4.0,minimum estimated cost,"```python
from collections import OrderedDict

class LRUCache:
    def __init__(self, capacity: int):
        self.capacity = capacity
        self.cache = OrderedDict()

    def get(self, key: int) -> int:
        if key not in self.cache:
            return -1
        self.cache.move_to_end(key)
        return self.cache[key]

    def put(self, key: int, value: int) -> None:
        if key in self.cache:
            self.cache.move_to_end(key)
        self.cache[key] = value
        if len(self.cache) > self.capacity:
            self.cache.popitem(last=False)

# Unit tests
if __name__ == ""__main__"":
    # Test 1: Basic get after put
    cache = LRUCache(2)
    cache.put(1, 1)
    cache.put(2, 2)
    assert cache.get(1) == 1

    # Test 2: Eviction of least recently used
    cache.put(3, 3)  # evicts key 2
    assert cache.get(2) == -1

    # Test 3: Update and eviction order
    cache.put(1, 10)  # update key 1, making it most recent
    cache.put(4, 4)   # evicts key 3 (least recently used)
    assert cache.get(3) == -1
```",10.0,"The implementation correctly uses OrderedDict for O(1) get/put, includes three short unit tests, and follows the output-only code requirement.",12.798,58,1139,0.0003957,False,False,False,True,
15,code,quality,weighted_average,moonshot/kimi-k2.5@2.5,additive weighted score,"```python
from collections import OrderedDict

class LRUCache:
    def __init__(self, capacity: int):
        self.capacity = capacity
        self.cache = OrderedDict()

    def get(self, key: int) -> int:
        if key not in self.cache:
            return -1
        self.cache.move_to_end(key)
        return self.cache[key]

    def put(self, key: int, value: int) -> None:
        if key in self.cache:
            self.cache.move_to_end(key)
        self.cache[key] = value
        if len(self.cache) > self.capacity:
            self.cache.popitem(last=False)

# Unit tests
cache = LRUCache(2)
cache.put(1, 1)
cache.put(2, 2)
assert cache.get(1) == 1
cache.put(3, 3)
assert cache.get(2) == -1
cache.put(4, 4)
assert cache.get(1) == -1
```",0.0,judge_error: HTTP Error 429: Too Many Requests,65.99,62,2378,0.00506827,False,False,False,True,
15,code,quality,llm_picker_manifest,moonshot/kimi-k2.5@2.5,"It has the highest Artificial_Analysis_Intelligence quality score of 60, which best satisfies the 'quality' preference axis.","```python
from collections import OrderedDict

class LRUCache:
    def __init__(self, capacity: int):
        self.capacity = capacity
        self.cache = OrderedDict()

    def get(self, key: int) -> int:
        if key not in self.cache:
            return -1
        self.cache.move_to_end(key)
        return self.cache[key]

    def put(self, key: int, value: int) -> None:
        if key in self.cache:
            self.cache.move_to_end(key)
        self.cache[key] = value
        if len(self.cache) > self.capacity:
            self.cache.popitem(last=False)

# Unit tests
cache = LRUCache(2)
cache.put(1, 10)
assert cache.get(1) == 10
cache.put(2, 20)
cache.put(3, 30)
assert cache.get(1) == -1
cache.get(2)
cache.put(4, 40)
assert cache.get(3) == -1
```",10.0,The code correctly implements an LRU cache using OrderedDict with O(1) operations and includes three valid unit tests verifying functionality.,38.451,62,1428,0.00305427,False,False,False,True,
15,code,quality,llm_picker_raw_doc,qwen/qwen3-max@3.0,"Qwen3 Max is explicitly described as a flagship reasoning + coding model with strong capabilities, making it best suited for high-quality implementation of algorithmic tasks like an LRU cache.","from collections import OrderedDict

class LRUCache:
    def __init__(self, capacity: int):
        self.capacity = capacity
        self.cache = OrderedDict()

    def get(self, key: int) -> int:
        if key not in self.cache:
            return -1
        self.cache.move_to_end(key)
        return self.cache[key]

    def put(self, key: int, value: int) -> None:
        if key in self.cache:
            self.cache.move_to_end(key)
        self.cache[key] = value
        if len(self.cache) > self.capacity:
            self.cache.popitem(last=False)

# Unit tests
assert LRUCache(2).get(1) == -1

cache = LRUCache(2)
cache.put(1, 1)
cache.put(2, 2)
assert cache.get(1) == 1
cache.put(3, 3)
assert cache.get(2) == -1

cache = LRUCache(2)
cache.put(2, 1)
cache.put(1, 1)
cache.put(2, 3)
cache.put(4, 4)
assert cache.get(1) == -1",9.0,"The LRUCache implementation and unit tests are technically correct and efficient, but the response violates the ""output only code"" constraint by appending the text ""Score:"" at the end.",9.164,61,249,0.00059192,False,False,False,True,
16,code,cost,asm_topsis,deepseek/deepseek-v4-flash@4.0,deterministic TOPSIS,"```sql
SELECT 
    c.id AS customer_id,
    c.name AS customer_name,
    SUM(o.total_amount) AS total_value
FROM customers c
JOIN orders o ON c.id = o.customer_id
WHERE o.created_at >= NOW() - INTERVAL '30 days'
GROUP BY c.id, c.name
ORDER BY total_value DESC
LIMIT 5;
```",0.0,judge_error: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>,7.825,66,363,0.00013675,False,False,False,True,
16,code,cost,random,zhipu/glm-5@5.0,uniform random,"```sql
SELECT
    c.id AS customer_id,
    c.name AS customer_name,
    SUM(o.total_amount) AS total_value
FROM
    customers c
JOIN
    orders o ON c.id = o.customer_id
WHERE
    o.created_at >= NOW() - INTERVAL '30 days'
GROUP BY
    c.id, c.name
ORDER BY
    total_value DESC
LIMIT 5;
```",0.0,judge_error: HTTP Error 429: Too Many Requests,19.915,67,717,0.00147549,False,False,False,True,
16,code,cost,cheapest_first,deepseek/deepseek-v4-flash@4.0,minimum estimated cost,"```sql
SELECT 
    c.id AS customer_id,
    c.name AS customer_name,
    SUM(o.total_amount) AS total_value
FROM customers c
JOIN orders o ON c.id = o.customer_id
WHERE o.created_at >= NOW() - INTERVAL '30 days'
GROUP BY c.id, c.name
ORDER BY total_value DESC
LIMIT 5;
```",10.0,"The query is technically correct using valid Postgres syntax, accurately filters for the last 30 days, aggregates correctly, limits to 5, and respects the output-only constraint by providing only the ",6.837,66,374,0.00014045,False,False,False,True,
16,code,cost,weighted_average,deepseek/deepseek-v4-flash@4.0,additive weighted score,"```sql
SELECT 
    c.id AS customer_id,
    c.name AS customer_name,
    SUM(o.total_amount) AS total_value
FROM customers c
JOIN orders o ON c.id = o.customer_id
WHERE o.created_at >= NOW() - INTERVAL '30 days'
GROUP BY c.id, c.name
ORDER BY total_value DESC
LIMIT 5;
```",10.0,"The query is syntactically correct for Postgres, accurately implements the business logic to sum and rank customers, and strictly adheres to the output-only constraint.",4.795,66,364,0.00013709,False,False,False,True,
16,code,cost,llm_picker_manifest,deepseek/deepseek-v4-flash@4.0,"It has the lowest input and output token costs among all candidates, making it the most cost-effective option.","```sql
SELECT 
    c.id AS customer_id, 
    c.name AS customer_name, 
    SUM(o.total_amount) AS total_value
FROM customers c
JOIN orders o ON c.id = o.customer_id
WHERE o.created_at >= NOW() - INTERVAL '30 days'
GROUP BY c.id, c.name
ORDER BY total_value DESC
LIMIT 5;
```",10.0,"The query correctly implements the aggregation and filtering logic using specific Postgres syntax, orders by the calculated value, and limits the results to 5 as requested.",5.885,66,386,0.00014448,False,False,False,True,
16,code,cost,llm_picker_raw_doc,deepseek/deepseek-v4-flash@4.0,"It is explicitly tuned for cost-efficient coding and reasoning, making it the best match for a simple SQL generation task under the 'cost' preference.","```sql
SELECT 
    c.id AS customer_id,
    c.name AS customer_name,
    SUM(o.total_amount) AS total_value
FROM customers c
JOIN orders o ON c.id = o.customer_id
WHERE o.created_at >= NOW() - INTERVAL '30 days'
GROUP BY c.id, c.name
ORDER BY total_value DESC
LIMIT 5;
```",9.0,"The SQL logic is technically correct and uses proper Postgres syntax, but the response includes Markdown code block fences which technically violates the 'output only the SQL' instruction.",3.866,66,315,0.00012062,False,False,False,True,
17,code,latency,asm_topsis,deepseek/deepseek-v4-flash@4.0,deterministic TOPSIS,"```python
import re

pattern = r'^\d+\.\d+\.\d+(?:-[a-zA-Z0-9-]+(?:\.[a-zA-Z0-9-]+)*)?(?:\+[a-zA-Z0-9-]+(?:\.[a-zA-Z0-9-]+)*)?$'
test_string = '2.0.0+build.42'
match = re.match(pattern, test_string)
print(match is not None)
```",10.0,"The regex correctly matches the required semantic versioning patterns, the code provides a valid test using `re.match`, and the output contains only the requested code without explanatory text.",5.767,61,580,0.00020854,False,False,False,True,
17,code,latency,random,moonshot/kimi-k2.5@2.5,uniform random,"```python
import re

pattern = r'^(0|[1-9]\d*)\.(0|[1-9]\d*)\.(0|[1-9]\d*)(?:-([0-9a-zA-Z-]+(?:\.[0-9a-zA-Z-]+)*))?(?:\+([0-9a-zA-Z-]+(?:\.[0-9a-zA-Z-]+)*))?$'
re.match(pattern, '2.0.0+build.42')
```",10.0,"The response provides a strictly correct regex for semantic versioning and includes the requested test case, adhering to the output-only constraint.",61.691,64,2372,0.00505642,False,True,False,True,
17,code,latency,cheapest_first,deepseek/deepseek-v4-flash@4.0,minimum estimated cost,"```python
import re

pattern = r'^(0|[1-9]\d*)\.(0|[1-9]\d*)\.(0|[1-9]\d*)(?:-([0-9a-zA-Z-]+(?:\.[0-9a-zA-Z-]+)*))?(?:\+([0-9a-zA-Z-]+(?:\.[0-9a-zA-Z-]+)*))?$'

test_string = '2.0.0+build.42'
match = re.match(pattern, test_string)
print(match is not None)
```",10.0,"The regex correctly captures the semantic versioning format (including major, minor, patch, optional pre-release, and optional build metadata), the code demonstrates a valid test using re.match, and t",43.48,61,1497,0.00051666,False,True,False,True,
17,code,latency,weighted_average,deepseek/deepseek-v4-flash@4.0,additive weighted score,"```python
import re

pattern = r'^\d+\.\d+\.\d+(-[0-9A-Za-z-]+(\.[0-9A-Za-z-]+)*)?(\+[0-9A-Za-z-]+(\.[0-9A-Za-z-]+)*)?$'

test_string = '0.10.0-rc.1'
match = re.match(pattern, test_string)
print(match is not None)
```",10.0,"The regex accurately matches semantic versioning formats including core, pre-release, and build metadata, and the response provides a correct implementation with a single test case without extraneous ",11.985,61,929,0.00032581,False,True,False,True,
17,code,latency,llm_picker_manifest,deepseek/deepseek-v4-flash@4.0,"It has the lowest p50 latency (550ms) and p99 latency (2.2s), well under the 6-second limit, making it best for minimizing latency.","```python
import re

pattern = r'^(\d+)\.(\d+)\.(\d+)(?:-([0-9A-Za-z-]+(?:\.[0-9A-Za-z-]+)*))?(?:\+([0-9A-Za-z-]+(?:\.[0-9A-Za-z-]+)*))?$'

# Test with a semantic version string
match = re.match(pattern, '1.2.3')
print(match.group(0) if match else 'No match')
```",10.0,"The regex correctly handles the specified semantic versioning formats including optional pre-release and build metadata, the test code is valid Python using `re.match`, and the response adheres to the",12.78,61,719,0.00025525,False,True,False,True,
17,code,latency,llm_picker_raw_doc,deepseek/deepseek-v4-flash@4.0,"It is explicitly described as a 'fast inference variant,' making it best suited for low-latency tasks like generating concise code snippets.","```python
import re

pattern = r'^\d+\.\d+\.\d+(?:-[a-zA-Z0-9-]+(?:\.[a-zA-Z0-9-]+)*)?(?:\+[a-zA-Z0-9-]+(?:\.[a-zA-Z0-9-]+)*)?$'
test_string = '0.10.0-rc.1'
match = re.match(pattern, test_string)
print(bool(match))
```",10.0,"The regex accurately matches semantic version formats including pre-release and build metadata, the code includes a valid test using re.match, and the response adheres strictly to the output-only cons",43.563,61,800,0.00028246,False,True,False,True,
18,code,balanced,asm_topsis,deepseek/deepseek-v4-flash@4.0,deterministic TOPSIS,[item.normalize() for item in data if item.is_valid()]  # List of normalized items from valid data entries,10.0,"The response perfectly refactors the loop into a single Python comprehension that maintains the same functionality, includes a concise explanatory comment, and follows the output-only constraint.",5.705,55,216,8.49e-05,False,False,False,True,
18,code,balanced,random,qwen/qwen3-max@3.0,uniform random,"```python
results = [item.normalize() for item in data if item.is_valid()]  # Creates a list of normalized valid items from data
```",10.0,"The response perfectly refactors the loop into a syntactically correct list comprehension that preserves the filtering and mapping logic, includes the variable assignment for completeness, and provide",2.8,57,31,0.00010136,False,False,False,True,
18,code,balanced,cheapest_first,deepseek/deepseek-v4-flash@4.0,minimum estimated cost,"[item.normalize() for item in data if item.is_valid()]
# Creates a list of normalized items from valid items in data.",10.0,The model correctly refactored the loop into a list comprehension and provided an accurate one-line comment as instructed.,3.943,55,252,9.699e-05,False,False,False,True,
18,code,balanced,weighted_average,deepseek/deepseek-v4-flash@4.0,additive weighted score,"[item.normalize() for item in data if item.is_valid()]
# Creates a list of normalized items from valid items in data.",10.0,"The response correctly transforms the loop into a list comprehension with accurate filtering and mapping logic, and strictly adheres to the output constraint by providing only the code and a clear one",6.119,55,371,0.00013698,False,False,False,True,
18,code,balanced,llm_picker_manifest,deepseek/deepseek-v4-flash@4.0,"It offers the best balance of low cost, lowest latency, and acceptable quality among the candidates.","```python
results = [item.normalize() for item in data if item.is_valid()]  # Creates a list of normalized items for each valid item in data
```",10.0,The response accurately refactors the loop into a concise list comprehension and adheres to the output-only constraint with a clear one-line comment.,6.292,55,388,0.00014269,False,False,False,True,
18,code,balanced,llm_picker_raw_doc,deepseek/deepseek-v4-flash@4.0,"Optimized for cost-efficient coding tasks like concise Python refactoring, aligning well with the balanced preference for performance and efficiency.","```python
# List comprehension that filters valid items and normalizes them
results = [item.normalize() for item in data if item.is_valid()]
```",10.0,"The response correctly refactors the loop into a list comprehension with accurate logic (filtering and mapping) and includes a clear, concise one-line comment explaining the operation.",3.041,55,144,6.07e-05,False,False,False,True,
19,code,quality,asm_topsis,deepseek/deepseek-v4-flash@4.0,deterministic TOPSIS,"```typescript
type DeepReadonly<T> = 
  T extends (infer U)[] 
    ? readonly DeepReadonly<U>[] 
    : T extends Record<string, any> 
      ? { readonly [K in keyof T]: DeepReadonly<T[K]> } 
      : T;

// Usage example:
interface User {
  name: string;
  address: {
    city: string;
    zip: number;
  };
  hobbies: string[];
}

type ReadonlyUser = DeepReadonly<User>;
// ReadonlyUser is:
// {
//   readonly name: string;
//   readonly address: {
//     readonly city: string;
//     readonly zip: number;
//   };
//   readonly hobbies: readonly string[];
// }
```",10.0,"The code correctly implements the recursive readonly logic for objects and arrays using conditional and mapped types, and it strictly adheres to the output-only constraint with a clear usage example.",32.273,42,2147,0.0007308,False,False,False,True,
19,code,quality,random,zhipu/glm-5@5.0,uniform random,"```typescript
type DeepReadonly = T extends (...args: any[]) => any
  ? T
  : T extends object
  ? { readonly [P in keyof T]: DeepReadonly }
  : T;

// Usage Example

interface User {
  id: number;
  name: string;
  preferences: {
    theme: string;
    notifications: boolean;
  };
  roles: string[];
}

const user: DeepReadonly<User> = {
  id: 1,
  name: ""Alice"",
  preferences: {
    theme: ""dark"",
    notifications: true,
  },
  roles: [""admin"", ""editor""],
};

// Valid: reading properties
console.log(user.name);
console.log(user.preferences.theme);

// Error: Cannot assign to 'name' because it is a read-only property
// user.name = ""Bob"";

// Error: Cannot assign to 'theme' because it is a read-only property
// user.preferences.theme = ""light"";

// Error: Property 'push' does not exist on type 'readonly string[]'
// user.roles.push(""guest"");
```",9.0,"The DeepReadonly type implementation is technically correct and handles nested objects, arrays, and functions properly. The usage example is comprehensive but slightly exceeds the requested 'brief' sc",77.389,42,2712,0.00548621,False,False,False,True,
19,code,quality,cheapest_first,deepseek/deepseek-v4-flash@4.0,minimum estimated cost,"```typescript
type DeepReadonly<T> = T extends readonly (infer U)[]
  ? ReadonlyArray<DeepReadonly<U>>
  : T extends Function
    ? T
    : T extends object
      ? { readonly [K in keyof T]: DeepReadonly<T[K]> }
      : T;

// Usage example
interface User {
  name: string;
  address: {
    street: string;
    city: string;
  };
  hobbies: string[];
}

type ReadonlyUser = DeepReadonly<User>;

const user: ReadonlyUser = {
  name: ""Alice"",
  address: { street: ""123 Main"", city: ""NYC"" },
  hobbies: [""reading"", ""coding""]
};

// user.name = ""Bob""; // Error
// user.address.street = ""456""; // Error
// user.hobbies.push(""swimming""); // Error
```",10.0,"The provided TypeScript utility type correctly implements deep recursion for objects and arrays while preserving function types, includes a comprehensive usage example, and adheres strictly to the out",21.053,42,2060,0.00070157,False,False,False,True,
19,code,quality,weighted_average,moonshot/kimi-k2.5@2.5,additive weighted score,"```typescript
type DeepReadonly<T> = 
  T extends Function 
    ? T 
    : T extends readonly (infer U)[] 
      ? ReadonlyArray<DeepReadonly<U>>
      : T extends object 
        ? { readonly [K in keyof T]: DeepReadonly<T[K]> }
        : T;

// Usage example
interface User {
  name: string;
  settings: {
    theme: string;
    notifications: boolean[];
  };
  tags: string[];
}

const user: DeepReadonly<User> = {
  name: ""Alice"",
  settings: {
    theme: ""dark"",
    notifications: [true, false]
  },
  tags: [""admin""]
};

// user.name = ""Bob""; // Error: Cannot assign to 'name' because it is a read-only property.
// user.settings.theme = ""light""; // Error: Cannot assign to 'theme' because it is a read-only property.
// user.tags.push(""user""); // Error: Property 'push' does not exist on type 'readonly string[]'.
```",10.0,"The provided type correctly implements deep readonly recursion, includes a clear usage example, and adheres to the output-only code constraint.",40.448,46,1721,0.00366848,False,False,False,True,
